Name,Address,pincode,Taluk,Districtname,statename,Latitude,Longitude
FIBRE WORLD,"S.N.V. Road, Kannadikavala, Aryakara, Muhamma, Kerala 688525, India",688525,Cherthala,Alappuzha,KERALA,9.619357622727271,76.35883995454545
FILTROWIN INDUSTRIES,"1150c, Subhash Chandra Bose Rd, Jawahar Nagar, Elamkulam, Kochi, Kerala 682020, India",682020,Ernakulam,Ernakulam,KERALA,9.96861736259542,76.30114694656488
FINE ART EMPORIUM,"6/140, Synagogue Ln, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
FIVE STAR OFFSET PRINTERS,"Press Kottadayil Building, Near North,, Lakeshore Hospital, Nettoor, Maradu, Kochi, Kerala 682040, India",682040,Kanayannur,Ernakulam,KERALA,9.923889512121212,76.31571828181819
FOAM MATTINGS INDIA LTD.,"beach, Civil Station Ward, Alappuzha, Kerala 688012, India",688012,Ambalapuzha,Alappuzha,KERALA,9.490780478571429,76.32486257142857
FOCUS APPARELS,"AV Building, Cherattukuzhi Road, Down Hill, Malappuram, Kerala 676519, India",676519,Ernad,Malappuram,KERALA,11.05071221125,76.03817599
FOODCO DELICASIES INDIA P.LTD.,"R8MQ+C3G, Cherthala - Arookutty Rd, Panavally, Kerala 688526, India",688526,Cherthala,Alappuzha,KERALA,9.806103366981132,76.35243924716981
FOOT WELL EXIM,"Aravankara - Mini Ootty - Arimbramala Rd, Pookkottur, Kerala 676517, India",676517,Ernad,Malappuram,KERALA,11.081878113043478,76.06632696956521
FRIENDS MARINE INDUSTRIES,"R8C3+Q4R Between konkery bridge and Railway cross, Vattathara, Ezhupunna, Kerala 688537, India",688537,Cherthala,Alappuzha,KERALA,9.82172572,76.30522974
G.K.S BUSINESS ASSOCIATES,"GKS COMPLEX, 4/450 , AROOKUTTY FERRY ROAD , AROOR 688534, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
GENERAL RUBBERS,"MGHX+HMC, Industrial Estate Rd, Ettumanoor, Kerala 686631, India",686631,Kottayam,Kottayam,KERALA,9.673597835897436,76.55975298397436
GEO SEAFOODS,"Pallichal Road, Valummel, Pallichal, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,9.940253061111113,76.25960161388889
GLENROCK RUBBER PRODUCTS P. LTD.,"Mallikassery, Kerala 686577, India",686577,Meenachil,Kottayam,KERALA,9.640891316,76.737008176
GLOBAL EXPORTERS,"2nd Floor,307/C6,KSIE Building Cochin InternationalContainer Freight Staton, Old Anavathil Jn ICTT Road, P.O, Udyogamandal, Kalamassery, Kochi, Kerala 683501, India",683501,Ernakulam,Ernakulam,KERALA,10.065396075,76.305478
GLOBEX GLOVES,"3F3J+62X, Vengola, Kerala 683556, India",683556,Kunnathunad,Ernakulam,KERALA,10.083125960465116,76.47373215813954
GOOD EARTH ORGANIC,"5CFP+MQ4, Enchackal Kavala, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
GRAND MARINE FOODS,"II/750A, Industrial Development Area, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
GRANDMAS FOOD PRODUCTS,"Peringuzha, XJ52+MH5, Perumpalloor P.O., Peringuzha, Ernakulam, Muvattupuzha, Kerala 686673, India",686673,Muvattupuzha,Ernakulam,KERALA,9.98582857409836,76.58100003016393
GREEN METHOD ENGINEERING P.LTD.,"ATC Building, Moolepadam Nagar Road HMT Junction, Kalamassery, HMT Junction, Moolepadam Nagar, South Kalamassery, Kalamassery, Kochi, Kerala 683104, India",683104,Kanayannur,Ernakulam,KERALA,10.057542963636363,76.31917809090909
GREEN VALLEY CONDIMENTS,"Aluva - Mala Rd, Ayroor, Attupuram, Kerala 683579, India",683579,Paravur,Ernakulam,KERALA,10.180445387272728,76.31635012181819
GREEN WORLD COIR EXPORTS,"1/335, Rose St, Fort Nagar, Fort Kochi, Kochi, Kerala 682001, India",682001,Kochi,Ernakulam,KERALA,9.961975513432836,76.24336774328359
GREENLEAF EXTRACTIONS PVT LTD,"Plot No: 15, KINFRA HI-TECH Park, Opp Co-operative Medical College, P.O, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",683503,Kanayannur,Ernakulam,KERALA,10.0582879625,76.337153153125
GRIPPO POLYMERS,"XXX7+GXF, Edappally - Panvel Hwy, Kerala 676508, India",676508,Tirurangadi,Malappuram,KERALA,11.054313333333331,75.93619846
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERAL DINESH BEEDI WORKERS,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA AGRO MACHINERY CORPN. LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA CERAMICS LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA DINESH BEEDI WORKERS,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA HOME FOOD STUFF EXPORT,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA MINERALS & METALS LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA RUBBER & RECLAIMS LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA STATE CASHEW WORKERS APEX INDSTL.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA VILLAGE CRAFTS,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
MORE COMPUTERS(KERALA)P.LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
RAM BAHADUR THAKUR KERALA P. LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
TUSCANY KERALA GARMENTS P.LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA HANDICRATS,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA KERAKARSHAKA FEDERATION LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA CONSTRUCTION SPECIALITIES,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA PLANTATIONS,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA STATE INDSTL.ENTERPRISES,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA SANGHEETHA NATAK ACCADEMY,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA SEA FOODS,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
REGIONAL AGRO INDSTL.DEVELOPMENT CO.OP.OF KERALA L,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA EXPORTS,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA STATE CO-OPERATIVE FEDERATION FOR FISHERIES,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERALA IMPEX,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
KERAL DHARA,"Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
HERBAL ISOLATES P. LTD.,"XCVM+QPG, Aikaranad North, Kerala 682310, India",682310,Kunnathunad,Ernakulam,KERALA,9.98790642,76.430152955
HIC-ABF SPECIAL FOODS P.LTD.,"Project Colony Road, Industrial Development Area, Aroor, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
HIGH SEAS EXIM,"National Highway 47, Chandiroor, Kerala 688535, India",688535,Cherthala,Alappuzha,KERALA,9.8564922,76.32294531666666
HOLMARC OPTO-MECHATRONICS PVT LTD,"B.7, HMT Rd, Industrial Estate, P.O, Kalamassery, Kochi, Kerala 683503, India",683503,Kanayannur,Ernakulam,KERALA,10.0582879625,76.337153153125
HYKA POLYURETHANELS,"23G4+J3V, Malappuram, Kerala 676528, India",676528,Tirurangadi,Malappuram,KERALA,11.029406320930232,76.03106219069767
ILLICKAL EXPORTS,"Illikkal Kallu, Illikkal Kallu Rd, Moonnilavu, Poonjar Vadakkekara, Kerala 686586, India",686586,Meenachil,Kottayam,KERALA,9.7493429375,76.78570731875
INDIAN AQUATIC PRODUCTS,"Sakthikulangara, Kollam, Kerala 691581, India",691581,Kollam,Kollam,KERALA,8.928226436363635,76.54678488181818
INDIAN MARINE INDUSTRIES,"W779+J78, Nambiapuram Rd, Palluruthy, Kochi, Kerala 682006, India",682006,Kochi,Ernakulam,KERALA,9.917652551851852,76.27326455925926
INFRA ELEVATORS INDIA,"35/2265A, Infra House, BC Lane, Church Rd, Pallinada, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
INNO MOTION TECHNOLOGIES,"XVI/235, Choornikkara, Aluva, Kerala 683106, India",683106,Aluva,Ernakulam,KERALA,10.080344491666668,76.34267441666667
INSTITUTE OF MOBILE PHONE TECHNOLOGY P.LTD.,"3W93+54W, Chemmad-Thalappara Rd, Muttichira, Moonniyur, Kerala 676311, India",676311,Tirurangadi,Malappuram,KERALA,11.06098252,75.89344396
INTEGRATED RUBIAN EXPORTS LTD.,"V8P2+375, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
INTERCON WOOD INDUSTRIES,"Kanjirakkad, Perumbavoor, Kerala 683543, India",683543,Kunnathunad,Ernakulam,KERALA,10.1228594125,76.48358803125
J.B.C. INTERNATIONAL,"SN Junction , Kayal Road Muhamma, J988+P9V, Post, Aryakara, Alappuzha, Muhamma, Kerala 688525, India",688525,Cherthala,Alappuzha,KERALA,9.619357622727271,76.35883995454545
JANATHA POLYMERS,"6HWM+972, Kochalummoodu, Vettiyar, Mavelikara, Kerala 690108, India",690108,Mavelikkara,Alappuzha,KERALA,9.249809575,76.5772071375
JANSONS BALERS,"F8PQ+R47, Municipal Stadium Ward, Vellakkinar, Alappuzha, Kerala 688011, India",688011,Ambalapuzha,Alappuzha,KERALA,9.494271704545454,76.34375952727272
JAYAKRISHNA COIRS,"Kalavamkodam Post Office, Thankey Jn. - Saktheeshwaram, Alappuzha, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
JAYASREE COIR MILLS,"Thanneermukkom Alleppey, Verungumchuvad, Cherthala, Thanneermukkom, Kerala 688527, India",688527,Cherthala,Alappuzha,KERALA,9.663949954545457,76.37130390909091
JEMSONS STARCH AND DERIVATIVES ,"V7PW+VQF, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
JOSH RUBBERS,"Industrial development Plot, Poovanthuruthu, Kottayam, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
JR EXPORT INDUSTRIES,"CCSB Rd, Kodiveedu, Alappuzha, Kerala 688001, India",688001,Ambalapuzha,Alappuzha,KERALA,9.49638391904762,76.33209264761905
K.K.R.AGRO MILLS P.LTD.,"10°08'13. 76°27'43.0""E, 3rd Cross Road, Vallom, Ezhattumugham, Chelamattom part, Kerala 683550, India",683550,Kunnathunad,Ernakulam,KERALA,10.156458604347826,76.44930727391304
K.K.R.FOOD PRODUCTS,"5F22+6XR, opposite Reliance Petrol Pump, P.O, Okkal, Kalady, Ernakulam, Kerala 683550, India",683550,Kunnathunad,Ernakulam,KERALA,10.156458604347826,76.44930727391304
KAILAS CASHEW EXPORTS,"XPM5+V56, Pezhookonam, Cheerankavu, Kollam, Kerala 691505, India",691505,Kottarakkara,Kollam,KERALA,8.989406912745098,76.7210242754902
KAIRALI GRANITES,"National Highway Bye Pass, Kannadi Kadu Service Rd, Adjacent to Hotel Wyte Fort, Jaya Nagar, Maradu, Kochi, Kerala 682304, India",682304,Ernakulam,Ernakulam,KERALA,9.938877706666666,76.32558967666667
KAISONS RUBBERS,"Kaipattoor, Mekalady, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
KALATHIL EXPORTS&IMPORTS,"Door No. 39/1607, Maria Complex, Kannamthottathil Road, Valanjambalam, Eroor Rd, Kappattikavu, Eroor North, Eroor, Kochi, Kerala 682306, India",682306,Ernakulam,Ernakulam,KERALA,9.968037122972971,76.33532464099099
KALPAKA EXPORTS,"C942+67H, Neerkunnam, Vandanam, Kerala 688005, India",688005,Ambalappuzha,Alappuzha,KERALA,9.40768399,76.351707025
KALYAN SILKS TRICHUR P.LTD.,"Thrissur, Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KANNAN DEVAN HILLS PLANTATIONS,"Kannan Devan Hills, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KAY CEE CORPORATION,"Basin Rd, Marine Drive, Ernakulam, Kochi, Kerala 682031, India",682031,Ernakulam,Ernakulam,KERALA,9.99692354,76.27468644
KAY KAY EXPORTS,"Chanthapallam, Cheriakadavu, Kannamaly, Kochi, Kerala 682008, India",682008,Kochi,Ernakulam,KERALA,9.869597658064515,76.26596289354838
KEMTECH EXPORTS,"M8QW+X2C, Nedumbrakkad, Alleppey, Cherthala, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERA PALM CREATIONS,"Poonthope Ward, Rahul Nivas, Kommady, Alappuzha, Aryad South, Kerala 688006, India",688006,Ambalapuzha,Alappuzha,KERALA,9.525584704,76.338968536
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERAL DINESH BEEDI WORKERS,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA AGRO MACHINERY CORPN. LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA CERAMICS LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA DINESH BEEDI WORKERS,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA HOME FOOD STUFF EXPORT,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA MINERALS & METALS LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA RUBBER & RECLAIMS LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA STATE CASHEW WORKERS APEX INDSTL.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA VILLAGE CRAFTS,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
MORE COMPUTERS(KERALA)P.LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
RAM BAHADUR THAKUR KERALA P. LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
TUSCANY KERALA GARMENTS P.LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA HANDICRATS,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA KERAKARSHAKA FEDERATION LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA CONSTRUCTION SPECIALITIES,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA PLANTATIONS,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA STATE INDSTL.ENTERPRISES,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA SANGHEETHA NATAK ACCADEMY,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA SEA FOODS,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
REGIONAL AGRO INDSTL.DEVELOPMENT CO.OP.OF KERALA L,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA EXPORTS,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA STATE CO-OPERATIVE FEDERATION FOR FISHERIES,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERALA IMPEX,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
KERAL DHARA,"Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERAL DINESH BEEDI WORKERS,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA AGRO MACHINERY CORPN. LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA CERAMICS LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA DINESH BEEDI WORKERS,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA HOME FOOD STUFF EXPORT,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA MINERALS & METALS LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA RUBBER & RECLAIMS LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA STATE CASHEW WORKERS APEX INDSTL.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA VILLAGE CRAFTS,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
MORE COMPUTERS(KERALA)P.LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
RAM BAHADUR THAKUR KERALA P. LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
TUSCANY KERALA GARMENTS P.LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA HANDICRATS,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA KERAKARSHAKA FEDERATION LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA CONSTRUCTION SPECIALITIES,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA PLANTATIONS,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA STATE INDSTL.ENTERPRISES,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA SANGHEETHA NATAK ACCADEMY,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA SEA FOODS,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
REGIONAL AGRO INDSTL.DEVELOPMENT CO.OP.OF KERALA L,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA EXPORTS,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA STATE CO-OPERATIVE FEDERATION FOR FISHERIES,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA IMPEX,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERAL DHARA,"Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
KERALA BALERS LTD.,"G89H+M6C, Kommady, Kaichoondi, Alappuzha, Aryad South, Kerala 688008, India",688008,Ambalapuzha,Alappuzha,KERALA,9.521471733333334,76.3244164
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERAL DINESH BEEDI WORKERS,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA AGRO MACHINERY CORPN. LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA CERAMICS LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA DINESH BEEDI WORKERS,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA HOME FOOD STUFF EXPORT,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA MINERALS & METALS LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA RUBBER & RECLAIMS LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA STATE CASHEW WORKERS APEX INDSTL.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA VILLAGE CRAFTS,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
MORE COMPUTERS(KERALA)P.LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
RAM BAHADUR THAKUR KERALA P. LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
TUSCANY KERALA GARMENTS P.LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA HANDICRATS,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA KERAKARSHAKA FEDERATION LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA CONSTRUCTION SPECIALITIES,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA PLANTATIONS,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA STATE INDSTL.ENTERPRISES,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA SANGHEETHA NATAK ACCADEMY,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA SEA FOODS,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
REGIONAL AGRO INDSTL.DEVELOPMENT CO.OP.OF KERALA L,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA EXPORTS,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA STATE CO-OPERATIVE FEDERATION FOR FISHERIES,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA IMPEX,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERAL DHARA,"Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
KERALA NUT FOOD CO.,"VHPR+QVM, Parameswar Nagar, Kollam, Kerala 691001, India",691001,Kollam,Kollam,KERALA,8.886722971739129,76.59831395
KERALA STATE COIR CORPN.LTD.,"F8WJ+464, CCNB Rd, Market Ward, Alappuzha, Kerala 688001, India",688001,Ambalapuzha,Alappuzha,KERALA,9.49638391904762,76.33209264761905
KERALA SURGICAL EQUIPMENTS CO.,"28X9+FFJ, Salem-Ernakulam Highway, South Kalamassery, Kalamassery, Kochi, Kerala 682039, India",682039,Ernakulam,Ernakulam,KERALA,10.004646666666668,76.34727148333334
KINGS MARINE PRODUCTS,"Uliyakovil West, Uliyakovil, Kollam, Kerala 691019, India",691019,Kollam,Kollam,KERALA,8.903712925,76.613172375
KOCHI KICHEN EXPORTS,"ARWA-B-29, Vishwam Nagar, Palluruthy, Kochi, Kerala 682006, India",682006,Kochi,Ernakulam,KERALA,9.917652551851852,76.27326455925926
KODANDARAM ROLLER FLOUR MILLS PVT,"59M9+8X8, Angamaly South, Angamaly, Kerala 683573, India",683573,Aluva,Ernakulam,KERALA,10.180255566666666,76.38579883333334
KOHINOOR FLOORS P.LTD.,"No. 1/511-A, 47, Old NH17, Kundannoor, Maradu, Ernakulam, Kochi, Kerala 682304, India",682304,Ernakulam,Ernakulam,KERALA,9.938877706666666,76.32558967666667
